Unnamed: 0,DataSet,Subject,Condition,TrialNum,Inducer,Concurrent,Comparison,ResponseSimulated
9652,Simulated,Amp-Size-Speed-11,Amp Size Speed,84,Speed,Noise,Noise-Speed,1
9653,Simulated,Amp-Size-Speed-11,Amp Size Speed,85,Speed,Color RY,Color RY-Speed,1
9654,Simulated,Amp-Size-Speed-11,Amp Size Speed,86,Amp,Size,Amp-Size,1
9655,Simulated,Amp-Size-Speed-11,Amp Size Speed,87,Speed,Amp,Amp-Speed,1
9656,Simulated,Amp-Size-Speed-11,Amp Size Speed,88,Pitch,Amp,Amp-Pitch,0
9657,Simulated,Amp-Size-Speed-11,Amp Size Speed,89,Speed,Pitch,Pitch-Speed,1
9658,Simulated,Amp-Size-Speed-11,Amp Size Speed,90,Size,Speed,Size-Speed,0
9659,Simulated,Amp-Size-Speed-11,Amp Size Speed,91,Affect PD,Size,Affect PD-Size,0
9660,Simulated,Amp-Size-Speed-11,Amp Size Speed,92,Size,Brightness,Brightness-Size,0
9661,Simulated,Amp-Size-Speed-11,Amp Size Speed,93,Pitch,Amp,Amp-Pitch,0
9662,Simulated,Amp-Size-Speed-11,Amp Size Speed,94,Size,Color RY,Color RY-Size,1
9663,Simulated,Amp-Size-Speed-11,Amp Size Speed,95,Amp,Noise,Amp-Noise,1
9664,Simulated,Amp-Size-Speed-11,Amp Size Speed,96,Noise,Amp,Amp-Noise,1
9665,Simulated,Amp-Size-Speed-12,Amp Size Speed,1,Amp,Brightness,Amp-Brightness,1
9666,Simulated,Amp-Size-Speed-12,Amp Size Speed,2,Speed,Size,Size-Speed,0
9667,Simulated,Amp-Size-Speed-12,Amp Size Speed,3,Amp,Pitch,Amp-Pitch,0
9668,Simulated,Amp-Size-Speed-12,Amp Size Speed,4,Affect PD,Size,Affect PD-Size,0
9669,Simulated,Amp-Size-Speed-12,Amp Size Speed,5,Pitch,Speed,Pitch-Speed,1
9670,Simulated,Amp-Size-Speed-12,Amp Size Speed,6,Speed,Size,Size-Speed,0
9671,Simulated,Amp-Size-Speed-12,Amp Size Speed,7,Amp,Affect PD,Affect PD-Amp,0
9672,Simulated,Amp-Size-Speed-12,Amp Size Speed,8,Speed,Noise,Noise-Speed,1
9673,Simulated,Amp-Size-Speed-12,Amp Size Speed,9,Size,Shape,Shape-Size,0
9674,Simulated,Amp-Size-Speed-12,Amp Size Speed,10,Size,Amp,Amp-Size,1
9675,Simulated,Amp-Size-Speed-12,Amp Size Speed,11,Speed,Amp,Amp-Speed,1
9676,Simulated,Amp-Size-Speed-12,Amp Size Speed,12,Affect PD,Amp,Affect PD-Amp,0
9677,Simulated,Amp-Size-Speed-12,Amp Size Speed,13,Pitch,Amp,Amp-Pitch,0
9678,Simulated,Amp-Size-Speed-12,Amp Size Speed,14,Size,Shape,Shape-Size,0
9679,Simulated,Amp-Size-Speed-12,Amp Size Speed,15,Amp,Speed,Amp-Speed,1
9680,Simulated,Amp-Size-Speed-12,Amp Size Speed,16,Amp,Color YB,Amp-Color YB,1
9681,Simulated,Amp-Size-Speed-12,Amp Size Speed,17,Color YB,Amp,Amp-Color YB,1
9682,Simulated,Amp-Size-Speed-12,Amp Size Speed,18,Size,Color YB,Color YB-Size,0
9683,Simulated,Amp-Size-Speed-12,Amp Size Speed,19,Color YB,Speed,Color YB-Speed,1
9684,Simulated,Amp-Size-Speed-12,Amp Size Speed,20,Amp,Speed,Amp-Speed,1
9685,Simulated,Amp-Size-Speed-12,Amp Size Speed,21,Speed,Amp,Amp-Speed,1
9686,Simulated,Amp-Size-Speed-12,Amp Size Speed,22,Speed,Shape,Shape-Speed,1
9687,Simulated,Amp-Size-Speed-12,Amp Size Speed,23,Amp,Size,Amp-Size,1
9688,Simulated,Amp-Size-Speed-12,Amp Size Speed,24,Pitch,Size,Pitch-Size,0
9689,Simulated,Amp-Size-Speed-12,Amp Size Speed,25,Brightness,Amp,Amp-Brightness,1
9690,Simulated,Amp-Size-Speed-12,Amp Size Speed,26,Color YB,Size,Color YB-Size,0
9691,Simulated,Amp-Size-Speed-12,Amp Size Speed,27,Size,Speed,Size-Speed,0
9692,Simulated,Amp-Size-Speed-12,Amp Size Speed,28,Speed,Brightness,Brightness-Speed,1
9693,Simulated,Amp-Size-Speed-12,Amp Size Speed,29,Color YB,Amp,Amp-Color YB,1
9694,Simulated,Amp-Size-Speed-12,Amp Size Speed,30,Amp,Noise,Amp-Noise,1
9695,Simulated,Amp-Size-Speed-12,Amp Size Speed,31,Amp,Speed,Amp-Speed,1
9696,Simulated,Amp-Size-Speed-12,Amp Size Speed,32,Shape,Amp,Amp-Shape,1
9697,Simulated,Amp-Size-Speed-12,Amp Size Speed,33,Amp,Brightness,Amp-Brightness,1
9698,Simulated,Amp-Size-Speed-12,Amp Size Speed,34,Speed,Affect PD,Affect PD-Speed,1
9699,Simulated,Amp-Size-Speed-12,Amp Size Speed,35,Brightness,Speed,Brightness-Speed,1
9700,Simulated,Amp-Size-Speed-12,Amp Size Speed,36,Brightness,Speed,Brightness-Speed,1
9701,Simulated,Amp-Size-Speed-12,Amp Size Speed,37,Speed,Noise,Noise-Speed,1
9702,Simulated,Amp-Size-Speed-12,Amp Size Speed,38,Affect PD,Speed,Affect PD-Speed,1
9703,Simulated,Amp-Size-Speed-12,Amp Size Speed,39,Speed,Pitch,Pitch-Speed,1
9704,Simulated,Amp-Size-Speed-12,Amp Size Speed,40,Size,Noise,Noise-Size,0
9705,Simulated,Amp-Size-Speed-12,Amp Size Speed,41,Speed,Affect PD,Affect PD-Speed,1
9706,Simulated,Amp-Size-Speed-12,Amp Size Speed,42,Amp,Size,Amp-Size,1
9707,Simulated,Amp-Size-Speed-12,Amp Size Speed,43,Size,Speed,Size-Speed,0
9708,Simulated,Amp-Size-Speed-12,Amp Size Speed,44,Shape,Size,Shape-Size,0
9709,Simulated,Amp-Size-Speed-12,Amp Size Speed,45,Size,Amp,Amp-Size,1
9710,Simulated,Amp-Size-Speed-12,Amp Size Speed,46,Speed,Pitch,Pitch-Speed,1
9711,Simulated,Amp-Size-Speed-12,Amp Size Speed,47,Affect PD,Size,Affect PD-Size,0
9712,Simulated,Amp-Size-Speed-12,Amp Size Speed,48,Noise,Amp,Amp-Noise,1
9713,Simulated,Amp-Size-Speed-12,Amp Size Speed,49,Pitch,Amp,Amp-Pitch,0
9714,Simulated,Amp-Size-Speed-12,Amp Size Speed,50,Size,Affect PD,Affect PD-Size,0
9715,Simulated,Amp-Size-Speed-12,Amp Size Speed,51,Speed,Shape,Shape-Speed,1
9716,Simulated,Amp-Size-Speed-12,Amp Size Speed,52,Amp,Color YB,Amp-Color YB,1
9717,Simulated,Amp-Size-Speed-12,Amp Size Speed,53,Brightness,Size,Brightness-Size,0
9718,Simulated,Amp-Size-Speed-12,Amp Size Speed,54,Noise,Size,Noise-Size,0
9719,Simulated,Amp-Size-Speed-12,Amp Size Speed,55,Amp,Size,Amp-Size,1
9720,Simulated,Amp-Size-Speed-12,Amp Size Speed,56,Amp,Noise,Amp-Noise,1
9721,Simulated,Amp-Size-Speed-12,Amp Size Speed,57,Size,Speed,Size-Speed,0
9722,Simulated,Amp-Size-Speed-12,Amp Size Speed,58,Brightness,Size,Brightness-Size,0
9723,Simulated,Amp-Size-Speed-12,Amp Size Speed,59,Color YB,Speed,Color YB-Speed,1
9724,Simulated,Amp-Size-Speed-12,Amp Size Speed,60,Brightness,Amp,Amp-Brightness,1
9725,Simulated,Amp-Size-Speed-12,Amp Size Speed,61,Color YB,Size,Color YB-Size,0
9726,Simulated,Amp-Size-Speed-12,Amp Size Speed,62,Speed,Color YB,Color YB-Speed,1
9727,Simulated,Amp-Size-Speed-12,Amp Size Speed,63,Size,Noise,Noise-Size,0
9728,Simulated,Amp-Size-Speed-12,Amp Size Speed,64,Amp,Shape,Amp-Shape,1
9729,Simulated,Amp-Size-Speed-12,Amp Size Speed,65,Size,Speed,Size-Speed,0
9730,Simulated,Amp-Size-Speed-12,Amp Size Speed,66,Speed,Size,Size-Speed,0
9731,Simulated,Amp-Size-Speed-12,Amp Size Speed,67,Size,Amp,Amp-Size,1
9732,Simulated,Amp-Size-Speed-12,Amp Size Speed,68,Speed,Size,Size-Speed,0
9733,Simulated,Amp-Size-Speed-12,Amp Size Speed,69,Speed,Color YB,Color YB-Speed,1
9734,Simulated,Amp-Size-Speed-12,Amp Size Speed,70,Noise,Size,Noise-Size,0
9735,Simulated,Amp-Size-Speed-12,Amp Size Speed,71,Pitch,Speed,Pitch-Speed,1
9736,Simulated,Amp-Size-Speed-12,Amp Size Speed,72,Amp,Size,Amp-Size,1
9737,Simulated,Amp-Size-Speed-12,Amp Size Speed,73,Noise,Speed,Noise-Speed,1
9738,Simulated,Amp-Size-Speed-12,Amp Size Speed,74,Size,Brightness,Brightness-Size,0
9739,Simulated,Amp-Size-Speed-12,Amp Size Speed,75,Shape,Speed,Shape-Speed,1
9740,Simulated,Amp-Size-Speed-12,Amp Size Speed,76,Size,Brightness,Brightness-Size,0
9741,Simulated,Amp-Size-Speed-12,Amp Size Speed,77,Size,Color YB,Color YB-Size,0
9742,Simulated,Amp-Size-Speed-12,Amp Size Speed,78,Noise,Speed,Noise-Speed,1
9743,Simulated,Amp-Size-Speed-12,Amp Size Speed,79,Size,Pitch,Pitch-Size,0
9744,Simulated,Amp-Size-Speed-12,Amp Size Speed,80,Size,Affect PD,Affect PD-Size,0
9745,Simulated,Amp-Size-Speed-12,Amp Size Speed,81,Speed,Brightness,Brightness-Speed,1
9746,Simulated,Amp-Size-Speed-12,Amp Size Speed,82,Amp,Affect PD,Affect PD-Amp,0
9747,Simulated,Amp-Size-Speed-12,Amp Size Speed,83,Amp,Speed,Amp-Speed,1
9748,Simulated,Amp-Size-Speed-12,Amp Size Speed,84,Pitch,Size,Pitch-Size,0
9749,Simulated,Amp-Size-Speed-12,Amp Size Speed,85,Shape,Speed,Shape-Speed,1
9750,Simulated,Amp-Size-Speed-12,Amp Size Speed,86,Shape,Amp,Amp-Shape,1
9751,Simulated,Amp-Size-Speed-12,Amp Size Speed,87,Shape,Size,Shape-Size,0
9752,Simulated,Amp-Size-Speed-12,Amp Size Speed,88,Affect PD,Speed,Affect PD-Speed,1
9753,Simulated,Amp-Size-Speed-12,Amp Size Speed,89,Amp,Pitch,Amp-Pitch,0
9754,Simulated,Amp-Size-Speed-12,Amp Size Speed,90,Size,Pitch,Pitch-Size,0
9755,Simulated,Amp-Size-Speed-12,Amp Size Speed,91,Size,Amp,Amp-Size,1
9756,Simulated,Amp-Size-Speed-12,Amp Size Speed,92,Amp,Shape,Amp-Shape,1
9757,Simulated,Amp-Size-Speed-12,Amp Size Speed,93,Affect PD,Amp,Affect PD-Amp,0
9758,Simulated,Amp-Size-Speed-12,Amp Size Speed,94,Noise,Amp,Amp-Noise,1
9759,Simulated,Amp-Size-Speed-12,Amp Size Speed,95,Speed,Amp,Amp-Speed,1
9760,Simulated,Amp-Size-Speed-12,Amp Size Speed,96,Speed,Amp,Amp-Speed,1
9761,Simulated,Amp-Size-Speed-13,Amp Size Speed,1,Size,Color RB,Color RB-Size,0
9762,Simulated,Amp-Size-Speed-13,Amp Size Speed,2,Noise,Speed,Noise-Speed,1
9763,Simulated,Amp-Size-Speed-13,Amp Size Speed,3,Speed,Color RB,Color RB-Speed,1
9764,Simulated,Amp-Size-Speed-13,Amp Size Speed,4,Amp,Size,Amp-Size,1
9765,Simulated,Amp-Size-Speed-13,Amp Size Speed,5,Color RB,Size,Color RB-Size,0
9766,Simulated,Amp-Size-Speed-13,Amp Size Speed,6,Amp,Brightness,Amp-Brightness,1
9767,Simulated,Amp-Size-Speed-13,Amp Size Speed,7,Shape,Amp,Amp-Shape,1
9768,Simulated,Amp-Size-Speed-13,Amp Size Speed,8,Size,Pitch,Pitch-Size,0
9769,Simulated,Amp-Size-Speed-13,Amp Size Speed,9,Pitch,Size,Pitch-Size,0
9770,Simulated,Amp-Size-Speed-13,Amp Size Speed,10,Size,Brightness,Brightness-Size,0
9771,Simulated,Amp-Size-Speed-13,Amp Size Speed,11,Speed,Size,Size-Speed,0
9772,Simulated,Amp-Size-Speed-13,Amp Size Speed,12,Affect EB,Amp,Affect EB-Amp,1
9773,Simulated,Amp-Size-Speed-13,Amp Size Speed,13,Size,Affect EB,Affect EB-Size,0
9774,Simulated,Amp-Size-Speed-13,Amp Size Speed,14,Brightness,Size,Brightness-Size,0
9775,Simulated,Amp-Size-Speed-13,Amp Size Speed,15,Brightness,Speed,Brightness-Speed,1
9776,Simulated,Amp-Size-Speed-13,Amp Size Speed,16,Noise,Amp,Amp-Noise,1
9777,Simulated,Amp-Size-Speed-13,Amp Size Speed,17,Amp,Noise,Amp-Noise,1
9778,Simulated,Amp-Size-Speed-13,Amp Size Speed,18,Amp,Shape,Amp-Shape,1
9779,Simulated,Amp-Size-Speed-13,Amp Size Speed,19,Color RB,Speed,Color RB-Speed,1
9780,Simulated,Amp-Size-Speed-13,Amp Size Speed,20,Speed,Brightness,Brightness-Speed,1
9781,Simulated,Amp-Size-Speed-13,Amp Size Speed,21,Pitch,Amp,Amp-Pitch,0
9782,Simulated,Amp-Size-Speed-13,Amp Size Speed,22,Amp,Color RB,Amp-Color RB,1
9783,Simulated,Amp-Size-Speed-13,Amp Size Speed,23,Affect EB,Speed,Affect EB-Speed,1
9784,Simulated,Amp-Size-Speed-13,Amp Size Speed,24,Size,Shape,Shape-Size,0
9785,Simulated,Amp-Size-Speed-13,Amp Size Speed,25,Amp,Speed,Amp-Speed,1
9786,Simulated,Amp-Size-Speed-13,Amp Size Speed,26,Size,Noise,Noise-Size,0
9787,Simulated,Amp-Size-Speed-13,Amp Size Speed,27,Size,Brightness,Brightness-Size,0
9788,Simulated,Amp-Size-Speed-13,Amp Size Speed,28,Speed,Amp,Amp-Speed,1
9789,Simulated,Amp-Size-Speed-13,Amp Size Speed,29,Noise,Speed,Noise-Speed,1
9790,Simulated,Amp-Size-Speed-13,Amp Size Speed,30,Noise,Size,Noise-Size,0
9791,Simulated,Amp-Size-Speed-13,Amp Size Speed,31,Brightness,Size,Brightness-Size,0
9792,Simulated,Amp-Size-Speed-13,Amp Size Speed,32,Amp,Affect EB,Affect EB-Amp,1
9793,Simulated,Amp-Size-Speed-13,Amp Size Speed,33,Speed,Amp,Amp-Speed,1
9794,Simulated,Amp-Size-Speed-13,Amp Size Speed,34,Color RB,Amp,Amp-Color RB,1
9795,Simulated,Amp-Size-Speed-13,Amp Size Speed,35,Speed,Size,Size-Speed,0
9796,Simulated,Amp-Size-Speed-13,Amp Size Speed,36,Amp,Shape,Amp-Shape,1
9797,Simulated,Amp-Size-Speed-13,Amp Size Speed,37,Speed,Size,Size-Speed,0
9798,Simulated,Amp-Size-Speed-13,Amp Size Speed,38,Affect EB,Size,Affect EB-Size,0
9799,Simulated,Amp-Size-Speed-13,Amp Size Speed,39,Brightness,Amp,Amp-Brightness,1
9800,Simulated,Amp-Size-Speed-13,Amp Size Speed,40,Pitch,Speed,Pitch-Speed,1
9801,Simulated,Amp-Size-Speed-13,Amp Size Speed,41,Shape,Size,Shape-Size,0
9802,Simulated,Amp-Size-Speed-13,Amp Size Speed,42,Amp,Size,Amp-Size,1
9803,Simulated,Amp-Size-Speed-13,Amp Size Speed,43,Shape,Size,Shape-Size,0
9804,Simulated,Amp-Size-Speed-13,Amp Size Speed,44,Noise,Amp,Amp-Noise,1
9805,Simulated,Amp-Size-Speed-13,Amp Size Speed,45,Speed,Shape,Shape-Speed,1
9806,Simulated,Amp-Size-Speed-13,Amp Size Speed,46,Color RB,Size,Color RB-Size,0
9807,Simulated,Amp-Size-Speed-13,Amp Size Speed,47,Size,Affect EB,Affect EB-Size,0
9808,Simulated,Amp-Size-Speed-13,Amp Size Speed,48,Size,Noise,Noise-Size,0
9809,Simulated,Amp-Size-Speed-13,Amp Size Speed,49,Shape,Speed,Shape-Speed,1
9810,Simulated,Amp-Size-Speed-13,Amp Size Speed,50,Speed,Noise,Noise-Speed,1
9811,Simulated,Amp-Size-Speed-13,Amp Size Speed,51,Size,Amp,Amp-Size,1
9812,Simulated,Amp-Size-Speed-13,Amp Size Speed,52,Size,Speed,Size-Speed,0
9813,Simulated,Amp-Size-Speed-13,Amp Size Speed,53,Speed,Noise,Noise-Speed,1
9814,Simulated,Amp-Size-Speed-13,Amp Size Speed,54,Amp,Affect EB,Affect EB-Amp,1
9815,Simulated,Amp-Size-Speed-13,Amp Size Speed,55,Noise,Size,Noise-Size,0
9816,Simulated,Amp-Size-Speed-13,Amp Size Speed,56,Size,Pitch,Pitch-Size,0
9817,Simulated,Amp-Size-Speed-13,Amp Size Speed,57,Color RB,Amp,Amp-Color RB,1
9818,Simulated,Amp-Size-Speed-13,Amp Size Speed,58,Shape,Speed,Shape-Speed,1
9819,Simulated,Amp-Size-Speed-13,Amp Size Speed,59,Color RB,Speed,Color RB-Speed,1
9820,Simulated,Amp-Size-Speed-13,Amp Size Speed,60,Amp,Speed,Amp-Speed,1
9821,Simulated,Amp-Size-Speed-13,Amp Size Speed,61,Pitch,Amp,Amp-Pitch,0
9822,Simulated,Amp-Size-Speed-13,Amp Size Speed,62,Speed,Pitch,Pitch-Speed,1
9823,Simulated,Amp-Size-Speed-13,Amp Size Speed,63,Affect EB,Amp,Affect EB-Amp,1
9824,Simulated,Amp-Size-Speed-13,Amp Size Speed,64,Amp,Size,Amp-Size,1
9825,Simulated,Amp-Size-Speed-13,Amp Size Speed,65,Size,Amp,Amp-Size,1
9826,Simulated,Amp-Size-Speed-13,Amp Size Speed,66,Speed,Pitch,Pitch-Speed,1
9827,Simulated,Amp-Size-Speed-13,Amp Size Speed,67,Speed,Shape,Shape-Speed,1
9828,Simulated,Amp-Size-Speed-13,Amp Size Speed,68,Amp,Color RB,Amp-Color RB,1
9829,Simulated,Amp-Size-Speed-13,Amp Size Speed,69,Size,Speed,Size-Speed,0
9830,Simulated,Amp-Size-Speed-13,Amp Size Speed,70,Speed,Size,Size-Speed,0
9831,Simulated,Amp-Size-Speed-13,Amp Size Speed,71,Pitch,Size,Pitch-Size,0
9832,Simulated,Amp-Size-Speed-13,Amp Size Speed,72,Shape,Amp,Amp-Shape,1
9833,Simulated,Amp-Size-Speed-13,Amp Size Speed,73,Amp,Brightness,Amp-Brightness,1
9834,Simulated,Amp-Size-Speed-13,Amp Size Speed,74,Speed,Amp,Amp-Speed,1
9835,Simulated,Amp-Size-Speed-13,Amp Size Speed,75,Size,Shape,Shape-Size,0
9836,Simulated,Amp-Size-Speed-13,Amp Size Speed,76,Amp,Pitch,Amp-Pitch,0
9837,Simulated,Amp-Size-Speed-13,Amp Size Speed,77,Amp,Noise,Amp-Noise,1
9838,Simulated,Amp-Size-Speed-13,Amp Size Speed,78,Amp,Pitch,Amp-Pitch,0
9839,Simulated,Amp-Size-Speed-13,Amp Size Speed,79,Speed,Affect EB,Affect EB-Speed,1
9840,Simulated,Amp-Size-Speed-13,Amp Size Speed,80,Size,Amp,Amp-Size,1
9841,Simulated,Amp-Size-Speed-13,Amp Size Speed,81,Size,Color RB,Color RB-Size,0
9842,Simulated,Amp-Size-Speed-13,Amp Size Speed,82,Amp,Size,Amp-Size,1
9843,Simulated,Amp-Size-Speed-13,Amp Size Speed,83,Amp,Speed,Amp-Speed,1
9844,Simulated,Amp-Size-Speed-13,Amp Size Speed,84,Pitch,Speed,Pitch-Speed,1
9845,Simulated,Amp-Size-Speed-13,Amp Size Speed,85,Size,Speed,Size-Speed,0
9846,Simulated,Amp-Size-Speed-13,Amp Size Speed,86,Affect EB,Size,Affect EB-Size,0
9847,Simulated,Amp-Size-Speed-13,Amp Size Speed,87,Size,Speed,Size-Speed,0
9848,Simulated,Amp-Size-Speed-13,Amp Size Speed,88,Speed,Color RB,Color RB-Speed,1
9849,Simulated,Amp-Size-Speed-13,Amp Size Speed,89,Brightness,Speed,Brightness-Speed,1
9850,Simulated,Amp-Size-Speed-13,Amp Size Speed,90,Amp,Speed,Amp-Speed,1
9851,Simulated,Amp-Size-Speed-13,Amp Size Speed,91,Brightness,Amp,Amp-Brightness,1
9852,Simulated,Amp-Size-Speed-13,Amp Size Speed,92,Speed,Affect EB,Affect EB-Speed,1
9853,Simulated,Amp-Size-Speed-13,Amp Size Speed,93,Speed,Amp,Amp-Speed,1
9854,Simulated,Amp-Size-Speed-13,Amp Size Speed,94,Affect EB,Speed,Affect EB-Speed,1
9855,Simulated,Amp-Size-Speed-13,Amp Size Speed,95,Speed,Brightness,Brightness-Speed,1
9856,Simulated,Amp-Size-Speed-13,Amp Size Speed,96,Size,Amp,Amp-Size,1
9857,Simulated,Amp-Size-Speed-14,Amp Size Speed,1,Amp,Speed,Amp-Speed,1
9858,Simulated,Amp-Size-Speed-14,Amp Size Speed,2,Size,Amp,Amp-Size,1
9859,Simulated,Amp-Size-Speed-14,Amp Size Speed,3,Shape,Amp,Amp-Shape,1
9860,Simulated,Amp-Size-Speed-14,Amp Size Speed,4,Speed,Shape,Shape-Speed,1
9861,Simulated,Amp-Size-Speed-14,Amp Size Speed,5,Speed,Size,Size-Speed,0
9862,Simulated,Amp-Size-Speed-14,Amp Size Speed,6,Amp,Speed,Amp-Speed,1
9863,Simulated,Amp-Size-Speed-14,Amp Size Speed,7,Size,Amp,Amp-Size,1
9864,Simulated,Amp-Size-Speed-14,Amp Size Speed,8,Noise,Size,Noise-Size,0
9865,Simulated,Amp-Size-Speed-14,Amp Size Speed,9,Amp,Brightness,Amp-Brightness,1
9866,Simulated,Amp-Size-Speed-14,Amp Size Speed,10,Brightness,Size,Brightness-Size,0
9867,Simulated,Amp-Size-Speed-14,Amp Size Speed,11,Noise,Amp,Amp-Noise,1
9868,Simulated,Amp-Size-Speed-14,Amp Size Speed,12,Size,Noise,Noise-Size,0
9869,Simulated,Amp-Size-Speed-14,Amp Size Speed,13,Size,Shape,Shape-Size,0
9870,Simulated,Amp-Size-Speed-14,Amp Size Speed,14,Speed,Pitch,Pitch-Speed,1
9871,Simulated,Amp-Size-Speed-14,Amp Size Speed,15,Amp,Size,Amp-Size,1
9872,Simulated,Amp-Size-Speed-14,Amp Size Speed,16,Speed,Size,Size-Speed,0
9873,Simulated,Amp-Size-Speed-14,Amp Size Speed,17,Affect HS,Amp,Affect HS-Amp,1
9874,Simulated,Amp-Size-Speed-14,Amp Size Speed,18,Amp,Size,Amp-Size,1
9875,Simulated,Amp-Size-Speed-14,Amp Size Speed,19,Brightness,Amp,Amp-Brightness,1
9876,Simulated,Amp-Size-Speed-14,Amp Size Speed,20,Affect HS,Speed,Affect HS-Speed,1
9877,Simulated,Amp-Size-Speed-14,Amp Size Speed,21,Color RY,Amp,Amp-Color RY,1
9878,Simulated,Amp-Size-Speed-14,Amp Size Speed,22,Size,Brightness,Brightness-Size,0
9879,Simulated,Amp-Size-Speed-14,Amp Size Speed,23,Color RY,Speed,Color RY-Speed,1
9880,Simulated,Amp-Size-Speed-14,Amp Size Speed,24,Size,Shape,Shape-Size,0
9881,Simulated,Amp-Size-Speed-14,Amp Size Speed,25,Size,Pitch,Pitch-Size,0
9882,Simulated,Amp-Size-Speed-14,Amp Size Speed,26,Size,Color RY,Color RY-Size,1
9883,Simulated,Amp-Size-Speed-14,Amp Size Speed,27,Speed,Affect HS,Affect HS-Speed,1
9884,Simulated,Amp-Size-Speed-14,Amp Size Speed,28,Speed,Size,Size-Speed,0
9885,Simulated,Amp-Size-Speed-14,Amp Size Speed,29,Amp,Color RY,Amp-Color RY,1
9886,Simulated,Amp-Size-Speed-14,Amp Size Speed,30,Size,Pitch,Pitch-Size,0
9887,Simulated,Amp-Size-Speed-14,Amp Size Speed,31,Amp,Affect HS,Affect HS-Amp,1
9888,Simulated,Amp-Size-Speed-14,Amp Size Speed,32,Size,Color RY,Color RY-Size,1
9889,Simulated,Amp-Size-Speed-14,Amp Size Speed,33,Brightness,Amp,Amp-Brightness,1
9890,Simulated,Amp-Size-Speed-14,Amp Size Speed,34,Speed,Brightness,Brightness-Speed,1
9891,Simulated,Amp-Size-Speed-14,Amp Size Speed,35,Speed,Color RY,Color RY-Speed,1
9892,Simulated,Amp-Size-Speed-14,Amp Size Speed,36,Size,Amp,Amp-Size,1
9893,Simulated,Amp-Size-Speed-14,Amp Size Speed,37,Brightness,Speed,Brightness-Speed,1
9894,Simulated,Amp-Size-Speed-14,Amp Size Speed,38,Pitch,Size,Pitch-Size,0
9895,Simulated,Amp-Size-Speed-14,Amp Size Speed,39,Speed,Affect HS,Affect HS-Speed,1
9896,Simulated,Amp-Size-Speed-14,Amp Size Speed,40,Size,Amp,Amp-Size,1
9897,Simulated,Amp-Size-Speed-14,Amp Size Speed,41,Speed,Shape,Shape-Speed,1
9898,Simulated,Amp-Size-Speed-14,Amp Size Speed,42,Speed,Color RY,Color RY-Speed,1
9899,Simulated,Amp-Size-Speed-14,Amp Size Speed,43,Speed,Brightness,Brightness-Speed,1
9900,Simulated,Amp-Size-Speed-14,Amp Size Speed,44,Amp,Shape,Amp-Shape,1
9901,Simulated,Amp-Size-Speed-14,Amp Size Speed,45,Speed,Amp,Amp-Speed,1
9902,Simulated,Amp-Size-Speed-14,Amp Size Speed,46,Speed,Noise,Noise-Speed,1
9903,Simulated,Amp-Size-Speed-14,Amp Size Speed,47,Shape,Size,Shape-Size,0
9904,Simulated,Amp-Size-Speed-14,Amp Size Speed,48,Amp,Speed,Amp-Speed,1
9905,Simulated,Amp-Size-Speed-14,Amp Size Speed,49,Amp,Affect HS,Affect HS-Amp,1
9906,Simulated,Amp-Size-Speed-14,Amp Size Speed,50,Speed,Amp,Amp-Speed,1
9907,Simulated,Amp-Size-Speed-14,Amp Size Speed,51,Color RY,Size,Color RY-Size,1
9908,Simulated,Amp-Size-Speed-14,Amp Size Speed,52,Speed,Pitch,Pitch-Speed,1
9909,Simulated,Amp-Size-Speed-14,Amp Size Speed,53,Pitch,Speed,Pitch-Speed,1
9910,Simulated,Amp-Size-Speed-14,Amp Size Speed,54,Size,Affect HS,Affect HS-Size,0
9911,Simulated,Amp-Size-Speed-14,Amp Size Speed,55,Amp,Noise,Amp-Noise,1
9912,Simulated,Amp-Size-Speed-14,Amp Size Speed,56,Amp,Shape,Amp-Shape,1
9913,Simulated,Amp-Size-Speed-14,Amp Size Speed,57,Amp,Size,Amp-Size,1
9914,Simulated,Amp-Size-Speed-14,Amp Size Speed,58,Speed,Noise,Noise-Speed,1
9915,Simulated,Amp-Size-Speed-14,Amp Size Speed,59,Speed,Amp,Amp-Speed,1
9916,Simulated,Amp-Size-Speed-14,Amp Size Speed,60,Brightness,Size,Brightness-Size,0
9917,Simulated,Amp-Size-Speed-14,Amp Size Speed,61,Size,Speed,Size-Speed,0
9918,Simulated,Amp-Size-Speed-14,Amp Size Speed,62,Amp,Size,Amp-Size,1
9919,Simulated,Amp-Size-Speed-14,Amp Size Speed,63,Affect HS,Size,Affect HS-Size,0
9920,Simulated,Amp-Size-Speed-14,Amp Size Speed,64,Noise,Size,Noise-Size,0
9921,Simulated,Amp-Size-Speed-14,Amp Size Speed,65,Amp,Brightness,Amp-Brightness,1
9922,Simulated,Amp-Size-Speed-14,Amp Size Speed,66,Noise,Speed,Noise-Speed,1
9923,Simulated,Amp-Size-Speed-14,Amp Size Speed,67,Speed,Amp,Amp-Speed,1
9924,Simulated,Amp-Size-Speed-14,Amp Size Speed,68,Shape,Amp,Amp-Shape,1
9925,Simulated,Amp-Size-Speed-14,Amp Size Speed,69,Shape,Size,Shape-Size,0
9926,Simulated,Amp-Size-Speed-14,Amp Size Speed,70,Pitch,Size,Pitch-Size,0
9927,Simulated,Amp-Size-Speed-14,Amp Size Speed,71,Affect HS,Size,Affect HS-Size,0
